"","X","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
"5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,104
"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,105
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,106
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
"10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,109
"11",1,0.959613307093229,0.960776100961767,0.967845507531943,0.969747014130396,0.971292852917401,0.973174261189172,0.9735769622712,0.974948962815615,0.974980581144106,10
"12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
"13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
"14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"15",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
"16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,115
"18",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,116
"19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,117
"20",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,118
"21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,119
"22",1,0.962342799032755,0.962454948416068,0.963464292865887,0.965146533615586,0.967950268198418,0.971449113000034,0.973548419881004,0.974808004009586,0.974947957801651,11
"23",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,120
"24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,121
"25",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,122
"26",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,123
"27",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,124
"28",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
"29",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,126
"30",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"31",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"32",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"33",1,0.966427900367201,0.966471944709027,0.967002185893438,0.969988303864116,0.972700609118511,0.974316169011336,0.974629816311302,0.974906222623516,0.974946392513125,12
"34",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,130
